Category	Seq_ID	GC_Content
Short Intergenic	intergenic_1973_1978	0.00
Short Intergenic	intergenic_196_411	30.23
Short Intergenic	intergenic_762_965	27.59
Short Intergenic	intergenic_481_494	30.77
Short Intergenic	intergenic_821_1102	23.49
Short Intergenic	intergenic_1516_1786	24.44
Short Intergenic	intergenic_345_613	24.63
Short Intergenic	intergenic_206_231	32.00
Short Intergenic	intergenic_480_542	37.10
Short Intergenic	intergenic_237_472	25.11
Short Intergenic	intergenic_352_630	28.42
Short Intergenic	intergenic_619_660	41.46
Short Intergenic	intergenic_619_785	40.36
Short Intergenic	intergenic_1372_1435	19.05
Short Intergenic	intergenic_1708_1805	30.93
Short Intergenic	intergenic_8279_8502	21.52
Short Intergenic	intergenic_1826_1874	29.17
Short Intergenic	intergenic_5400_5569	30.18
Short Intergenic	intergenic_5956_6061	27.62
Short Intergenic	intergenic_9693_9805	33.04
Short Intergenic	intergenic_9979_10075	33.33
Short Intergenic	intergenic_1002_1098	44.79
Short Intergenic	intergenic_260_475	30.70
Short Intergenic	intergenic_260_460	29.50
Short Intergenic	intergenic_935_1208	30.04
Short Intergenic	intergenic_1201_1312	32.43
Short Intergenic	intergenic_1405_1540	33.33
Short Intergenic	intergenic_676_930	29.13
Short Intergenic	intergenic_1386_1466	25.00
Short Intergenic	intergenic_2150_2336	32.80
Short Intergenic	intergenic_4370_4484	30.70
Short Intergenic	intergenic_5030_5040	40.00
Short Intergenic	intergenic_279_422	37.06
Short Intergenic	intergenic_279_359	41.25
Short Intergenic	intergenic_1431_1525	34.04
Short Intergenic	intergenic_739_752	23.08
Short Intergenic	intergenic_1343_1365	45.45
Short Intergenic	intergenic_565_645	38.75
Short Intergenic	intergenic_574_702	35.16
Short Intergenic	intergenic_1116_1228	28.57
Short Intergenic	intergenic_1819_2087	22.01
Short Intergenic	intergenic_4926_5173	29.15
Short Intergenic	intergenic_12159_12258	29.29
Short Intergenic	intergenic_16139_16227	32.95
Short Intergenic	intergenic_17283_17387	37.50
Short Intergenic	intergenic_18440_18493	37.74
Short Intergenic	intergenic_19264_19319	27.27
Short Intergenic	intergenic_22671_22766	31.58
Short Intergenic	intergenic_3373_3501	29.69
Short Intergenic	intergenic_200_340	33.57
Short Intergenic	intergenic_6709_6797	23.86
Short Intergenic	intergenic_7676_7814	26.09
Short Intergenic	intergenic_8735_8785	40.00
Short Intergenic	intergenic_1503_1747	31.15
Short Intergenic	intergenic_411_621	41.90
Short Intergenic	intergenic_786_985	41.71
Short Intergenic	intergenic_2330_2579	26.10
Short Intergenic	intergenic_2975_2999	33.33
Short Intergenic	intergenic_1354_1498	29.17
Short Intergenic	intergenic_1359_1444	44.71
Short Intergenic	intergenic_326_491	24.85
Short Intergenic	intergenic_326_332	16.67
Short Intergenic	intergenic_755_946	26.18
Short Intergenic	intergenic_1342_1368	61.54
Short Intergenic	intergenic_261_326	27.69
Short Intergenic	intergenic_704_716	50.00
Short Intergenic	intergenic_1919_2100	19.34
Short Intergenic	intergenic_389_489	34.00
Short Intergenic	intergenic_12050_12166	37.93
Short Intergenic	intergenic_14419_14656	29.54
Short Intergenic	intergenic_21653_21715	22.58
Short Intergenic	intergenic_22930_22944	14.29
Short Intergenic	intergenic_27816_28018	35.15
Short Intergenic	intergenic_29409_29440	45.16
Short Intergenic	intergenic_42706_42909	34.98
Short Intergenic	intergenic_45954_46157	29.06
Short Intergenic	intergenic_47351_47647	34.12
Short Intergenic	intergenic_47917_48106	29.63
Short Intergenic	intergenic_49337_49467	29.23
Short Intergenic	intergenic_52505_52631	30.16
Short Intergenic	intergenic_56228_56341	27.43
Short Intergenic	intergenic_951_1000	38.78
Short Intergenic	intergenic_1450_1476	15.38
Short Intergenic	intergenic_4286_4536	27.60
Short Intergenic	intergenic_7880_8056	39.20
Short Intergenic	intergenic_8260_8270	30.00
Short Intergenic	intergenic_3985_3987	0.00
Short Intergenic	intergenic_6262_6324	37.10
Short Intergenic	intergenic_8675_8728	33.96
Short Intergenic	intergenic_594_714	33.33
Short Intergenic	intergenic_1147_1242	28.42
Short Intergenic	intergenic_1068_1228	40.62
Short Intergenic	intergenic_4558_4695	38.69
Short Intergenic	intergenic_2850_2858	62.50
Short Intergenic	intergenic_1150_1258	24.07
Short Intergenic	intergenic_1861_1929	44.12
Short Intergenic	intergenic_2012_2297	30.18
Short Intergenic	intergenic_4142_4229	27.59
Short Intergenic	intergenic_4436_4593	31.85
Short Intergenic	intergenic_6041_6216	26.29
Short Intergenic	intergenic_6504_6697	25.39
Short Intergenic	intergenic_7462_7691	26.64
Short Intergenic	intergenic_8750_8934	32.07
Short Intergenic	intergenic_12114_12174	36.67
Short Intergenic	intergenic_19273_19282	55.56
Short Intergenic	intergenic_37194_37203	22.22
Short Intergenic	intergenic_37419_37548	34.88
Short Intergenic	intergenic_39629_39823	21.65
Short Intergenic	intergenic_1194_1447	32.41
Short Intergenic	intergenic_775_927	27.63
Short Intergenic	intergenic_1183_1287	30.77
Short Intergenic	intergenic_2014_2304	41.03
Short Intergenic	intergenic_812_814	0.00
Short Intergenic	intergenic_1576_1790	27.57
Short Intergenic	intergenic_2087_2127	32.50
Short Intergenic	intergenic_1465_1577	34.82
Short Intergenic	intergenic_275_320	37.78
Short Intergenic	intergenic_2649_2661	25.00
Short Intergenic	intergenic_651_655	25.00
Short Intergenic	intergenic_497_516	36.84
Short Intergenic	intergenic_229_231	0.00
Short Intergenic	intergenic_456_506	26.00
Short Intergenic	intergenic_638_653	33.33
Short Intergenic	intergenic_412_647	37.87
Short Intergenic	intergenic_1596_1620	45.83
Short Intergenic	intergenic_363_605	28.51
Short Intergenic	intergenic_229_296	20.90
Short Intergenic	intergenic_701_813	29.46
Short Intergenic	intergenic_838_935	32.99
Short Intergenic	intergenic_1679_1707	25.00
Short Intergenic	intergenic_7104_7151	27.66
Short Intergenic	intergenic_14338_14561	29.15
Short Intergenic	intergenic_15488_15698	36.19
Short Intergenic	intergenic_15845_16011	37.35
Short Intergenic	intergenic_245_433	36.17
Short Intergenic	intergenic_245_386	27.66
Short Intergenic	intergenic_3248_3388	37.14
Short Intergenic	intergenic_3835_4056	26.24
Short Intergenic	intergenic_1176_1178	0.00
Short Intergenic	intergenic_711_891	24.44
Short Intergenic	intergenic_207_425	45.41
Short Intergenic	intergenic_207_275	44.12
Short Intergenic	intergenic_564_783	31.96
Short Intergenic	intergenic_1086_1321	31.91
Short Intergenic	intergenic_4753_4964	27.96
Short Intergenic	intergenic_5087_5302	22.33
Short Intergenic	intergenic_1885_1931	52.17
Short Intergenic	intergenic_904_953	40.82
Short Intergenic	intergenic_1129_1132	33.33
Short Intergenic	intergenic_2715_2744	31.03
Short Intergenic	intergenic_8512_8566	37.04
Short Intergenic	intergenic_769_822	37.74
Short Intergenic	intergenic_769_794	28.00
Short Intergenic	intergenic_324_423	27.27
Short Intergenic	intergenic_888_912	37.50
Short Intergenic	intergenic_615_656	24.39
Short Intergenic	intergenic_4058_4074	31.25
Short Intergenic	intergenic_4923_5175	33.33
Short Intergenic	intergenic_5901_6169	31.34
Short Intergenic	intergenic_8567_8824	31.91
Short Intergenic	intergenic_220_298	42.31
Short Intergenic	intergenic_774_1062	40.28
Short Intergenic	intergenic_4434_4466	43.75
Short Intergenic	intergenic_4586_4641	29.09
Short Intergenic	intergenic_441_442	0.00
Short Intergenic	intergenic_2913_2968	27.27
Short Intergenic	intergenic_3154_3221	31.34
Short Intergenic	intergenic_346_424	37.18
Short Intergenic	intergenic_559_608	22.45
Short Intergenic	intergenic_1913_2164	40.24
Short Intergenic	intergenic_305_565	37.69
Short Intergenic	intergenic_633_850	23.96
Short Intergenic	intergenic_3204_3278	37.84
Short Intergenic	intergenic_286_386	36.00
Short Intergenic	intergenic_1764_1926	30.25
Short Intergenic	intergenic_5670_5804	35.07
Short Intergenic	intergenic_6561_6667	34.91
Short Intergenic	intergenic_7363_7544	29.28
Short Intergenic	intergenic_18956_19162	25.73
Short Intergenic	intergenic_557_734	41.81
Short Intergenic	intergenic_557_644	28.74
Short Intergenic	intergenic_934_1001	37.31
Short Intergenic	intergenic_1068_1184	31.03
Short Intergenic	intergenic_1853_1875	36.36
Short Intergenic	intergenic_702_934	28.02
Short Intergenic	intergenic_1477_1519	23.81
Short Intergenic	intergenic_382_447	35.38
Short Intergenic	intergenic_2366_2464	38.78
Short Intergenic	intergenic_14284_14394	34.55
Short Intergenic	intergenic_15681_15823	38.03
Short Intergenic	intergenic_19728_19775	19.15
Short Intergenic	intergenic_20180_20258	33.33
Short Intergenic	intergenic_21299_21324	40.00
Short Intergenic	intergenic_6789_6793	25.00
Short Intergenic	intergenic_9509_9683	31.03
Short Intergenic	intergenic_10544_10624	32.50
Short Intergenic	intergenic_3577_3643	36.36
Short Intergenic	intergenic_4583_4669	24.42
Short Intergenic	intergenic_5533_5658	26.40
Short Intergenic	intergenic_5934_5950	25.00
Short Intergenic	intergenic_6328_6364	22.22
Short Intergenic	intergenic_7111_7218	28.97
Short Intergenic	intergenic_7650_7659	33.33
Short Intergenic	intergenic_7884_7893	11.11
Short Intergenic	intergenic_8133_8194	26.23
Short Intergenic	intergenic_8563_8564	0.00
Short Intergenic	intergenic_8912_8997	28.24
Short Intergenic	intergenic_9543_9563	45.00
Short Intergenic	intergenic_9965_10026	22.95
Short Intergenic	intergenic_10940_11066	38.89
Short Intergenic	intergenic_521_596	37.33
Short Intergenic	intergenic_521_593	22.22
Short Intergenic	intergenic_893_895	50.00
Short Intergenic	intergenic_1849_1910	36.07
Short Intergenic	intergenic_3480_3595	46.96
Short Intergenic	intergenic_6364_6429	36.92
Short Intergenic	intergenic_526_594	42.65
Short Intergenic	intergenic_191_474	42.76
Short Intergenic	intergenic_191_394	23.15
Short Intergenic	intergenic_4419_4531	26.79
Short Intergenic	intergenic_6676_6831	28.39
Short Intergenic	intergenic_934_1102	25.00
Short Intergenic	intergenic_452_617	40.00
Short Intergenic	intergenic_728_847	42.86
Short Intergenic	intergenic_3254_3268	35.71
Short Intergenic	intergenic_4519_4577	27.59
Short Intergenic	intergenic_4817_4924	41.12
Short Intergenic	intergenic_10865_10871	16.67
Short Intergenic	intergenic_952_1035	39.76
Short Intergenic	intergenic_1392_1479	37.93
Short Intergenic	intergenic_1790_1956	28.92
Short Intergenic	intergenic_2424_2433	22.22
Short Intergenic	intergenic_2571_2846	30.91
Short Intergenic	intergenic_2650_2718	32.35
Short Intergenic	intergenic_6704_6901	26.90
Short Intergenic	intergenic_10330_10412	30.49
Short Intergenic	intergenic_10892_10895	0.00
Short Intergenic	intergenic_11135_11168	33.33
Short Intergenic	intergenic_298_320	22.73
Short Intergenic	intergenic_1265_1296	25.81
Short Intergenic	intergenic_2731_2887	33.97
Short Intergenic	intergenic_379_453	28.38
Short Intergenic	intergenic_831_939	32.41
Short Intergenic	intergenic_611_752	38.30
Short Intergenic	intergenic_1202_1295	37.63
Short Intergenic	intergenic_581_767	39.78
Short Intergenic	intergenic_3216_3256	37.50
Short Intergenic	intergenic_8798_8828	50.00
Short Intergenic	intergenic_9281_9316	42.86
Short Intergenic	intergenic_500_513	30.77
Short Intergenic	intergenic_2019_2044	40.00
Short Intergenic	intergenic_7045_7173	32.03
Short Intergenic	intergenic_9697_9867	24.12
Short Intergenic	intergenic_14009_14133	34.68
Short Intergenic	intergenic_15399_15443	31.82
Short Intergenic	intergenic_1302_1325	30.43
Short Intergenic	intergenic_647_661	35.71
Short Intergenic	intergenic_2194_2201	28.57
Short Intergenic	intergenic_205_249	34.09
Short Intergenic	intergenic_1593_1785	28.12
Short Intergenic	intergenic_2568_2609	26.83
Short Intergenic	intergenic_3368_3567	27.64
Short Intergenic	intergenic_3969_4192	38.57
Short Intergenic	intergenic_205_257	26.92
Short Intergenic	intergenic_557_691	31.34
Short Intergenic	intergenic_1117_1314	29.95
Short Intergenic	intergenic_1437_1480	30.23
Short Intergenic	intergenic_330_465	36.30
Short Intergenic	intergenic_330_533	25.12
Short Intergenic	intergenic_2584_2765	28.73
Short Intergenic	intergenic_10508_10637	34.88
Short Intergenic	intergenic_10688_10752	29.69
Short Intergenic	intergenic_11727_11916	33.86
Short Intergenic	intergenic_16593_16601	25.00
Short Intergenic	intergenic_17774_17939	29.09
Short Intergenic	intergenic_18584_18627	34.88
Short Intergenic	intergenic_19423_19486	17.46
Short Intergenic	intergenic_26796_26873	33.77
Short Intergenic	intergenic_499_501	0.00
Short Intergenic	intergenic_587_872	30.18
Short Intergenic	intergenic_738_782	38.64
Short Intergenic	intergenic_738_755	35.29
Short Intergenic	intergenic_725_854	37.98
Short Intergenic	intergenic_237_296	30.51
Short Intergenic	intergenic_237_441	21.08
Short Intergenic	intergenic_563_746	25.68
Short Intergenic	intergenic_192_370	28.09
Short Intergenic	intergenic_192_245	16.98
Short Intergenic	intergenic_503_553	36.00
Short Intergenic	intergenic_4331_4599	26.87
Short Intergenic	intergenic_5295_5342	31.91
Short Intergenic	intergenic_1100_1314	26.64
Short Intergenic	intergenic_1461_1564	42.72
Short Intergenic	intergenic_343_562	30.59
Short Intergenic	intergenic_1735_1741	33.33
Short Intergenic	intergenic_144_368	29.91
Short Intergenic	intergenic_380_536	29.49
Short Intergenic	intergenic_749_1038	37.02
Short Intergenic	intergenic_260_342	24.39
Short Intergenic	intergenic_987_999	8.33
Short Intergenic	intergenic_1218_1240	40.91
Short Intergenic	intergenic_1218_1401	30.60
Short Intergenic	intergenic_2391_2593	28.71
Short Intergenic	intergenic_634_679	37.78
Short Intergenic	intergenic_1181_1199	44.44
Short Intergenic	intergenic_350_571	38.46
Short Intergenic	intergenic_317_584	31.46
Short Intergenic	intergenic_476_530	38.89
Short Intergenic	intergenic_261_319	39.66
Short Intergenic	intergenic_261_367	22.64
Short Intergenic	intergenic_476_490	42.86
Short Intergenic	intergenic_619_627	37.50
Short Intergenic	intergenic_746_789	34.88
Short Intergenic	intergenic_703_801	34.69
Short Intergenic	intergenic_703_913	45.71
Short Intergenic	intergenic_2168_2182	28.57
Short Intergenic	intergenic_2449_2500	29.41
Short Intergenic	intergenic_3838_3964	34.92
Short Intergenic	intergenic_4234_4442	30.77
Short Intergenic	intergenic_7210_7334	34.68
Short Intergenic	intergenic_2597_2621	16.67
Short Intergenic	intergenic_718_758	40.00
Short Intergenic	intergenic_322_377	34.55
Short Intergenic	intergenic_665_698	30.30
