Category	Seq_ID	GC_Content
Short Intergenic	intergenic_4841_5030	39.68
Short Intergenic	intergenic_5306_5416	43.64
Short Intergenic	intergenic_11373_11401	32.14
Short Intergenic	intergenic_11950_12090	27.86
Short Intergenic	intergenic_12555_12720	34.55
Short Intergenic	intergenic_14126_14207	39.51
Short Intergenic	intergenic_14480_14656	46.59
Short Intergenic	intergenic_16345_16394	42.86
Short Intergenic	intergenic_18864_18874	10.00
Short Intergenic	intergenic_19447_19531	42.86
Short Intergenic	intergenic_22812_22927	32.17
Short Intergenic	intergenic_24853_25085	36.21
Short Intergenic	intergenic_28499_28535	41.67
Short Intergenic	intergenic_28691_28780	43.82
Short Intergenic	intergenic_2806_2852	36.96
Short Intergenic	intergenic_4490_4660	33.53
Short Intergenic	intergenic_5665_5716	31.37
Short Intergenic	intergenic_5890_6010	26.67
Short Intergenic	intergenic_7192_7453	34.10
Short Intergenic	intergenic_13814_13989	46.29
Short Intergenic	intergenic_18942_19159	31.80
Short Intergenic	intergenic_28345_28405	50.00
Short Intergenic	intergenic_29041_29300	39.38
Short Intergenic	intergenic_1675_1783	30.56
Short Intergenic	intergenic_3589_3708	36.13
Short Intergenic	intergenic_4611_4782	33.33
Short Intergenic	intergenic_5268_5372	31.73
Short Intergenic	intergenic_5897_6008	35.14
Short Intergenic	intergenic_7064_7184	44.17
Short Intergenic	intergenic_8633_8774	34.75
Short Intergenic	intergenic_14016_14278	32.06
Short Intergenic	intergenic_14887_15123	44.49
Short Intergenic	intergenic_16113_16312	33.67
Short Intergenic	intergenic_17482_17689	46.38
Short Intergenic	intergenic_1511_1571	30.00
Short Intergenic	intergenic_8660_8767	37.38
Short Intergenic	intergenic_10234_10372	36.23
Short Intergenic	intergenic_11470_11590	44.17
Short Intergenic	intergenic_12178_12278	24.00
Short Intergenic	intergenic_12614_12904	40.69
Short Intergenic	intergenic_15523_15749	41.15
Short Intergenic	intergenic_17162_17406	40.57
Short Intergenic	intergenic_17775_17992	40.55
Short Intergenic	intergenic_23771_24061	41.03
Short Intergenic	intergenic_24511_24750	43.51
Short Intergenic	intergenic_25437_25698	40.23
Short Intergenic	intergenic_30652_30658	66.67
Short Intergenic	intergenic_30889_31014	37.60
Short Intergenic	intergenic_32151_32222	30.99
Short Intergenic	intergenic_35143_35165	27.27
Short Intergenic	intergenic_36278_36384	33.02
Short Intergenic	intergenic_36507_36537	30.00
Short Intergenic	intergenic_37596_37705	31.19
Short Intergenic	intergenic_38557_38771	32.24
Short Intergenic	intergenic_40716_40796	30.00
Short Intergenic	intergenic_42860_42874	64.29
Short Intergenic	intergenic_46061_46118	42.11
Short Intergenic	intergenic_51854_51874	60.00
Short Intergenic	intergenic_4915_4982	44.78
Short Intergenic	intergenic_12101_12339	44.54
Short Intergenic	intergenic_13503_13546	32.56
Short Intergenic	intergenic_13864_13917	26.42
Short Intergenic	intergenic_15204_15343	51.08
Short Intergenic	intergenic_16968_16996	25.00
Short Intergenic	intergenic_3681_3850	38.46
Short Intergenic	intergenic_8772_8976	52.45
Short Intergenic	intergenic_12672_12842	36.47
Short Intergenic	intergenic_14526_14592	21.21
Short Intergenic	intergenic_15084_15322	33.19
Short Intergenic	intergenic_16168_16236	32.35
Short Intergenic	intergenic_1053_1169	31.90
Short Intergenic	intergenic_6274_6382	41.67
Short Intergenic	intergenic_6565_6624	27.12
Short Intergenic	intergenic_7938_8093	41.29
Short Intergenic	intergenic_12433_12728	27.80
Short Intergenic	intergenic_13959_13992	15.15
Short Intergenic	intergenic_14406_14588	35.71
Short Intergenic	intergenic_15491_15610	27.73
Short Intergenic	intergenic_16537_16732	35.38
Short Intergenic	intergenic_17188_17325	42.34
Short Intergenic	intergenic_9069_9284	29.77
Short Intergenic	intergenic_9809_9957	36.49
Short Intergenic	intergenic_14862_14957	42.11
Short Intergenic	intergenic_15362_15398	25.00
Short Intergenic	intergenic_783_813	26.67
Short Intergenic	intergenic_1815_1951	25.74
Short Intergenic	intergenic_3992_4149	37.58
Short Intergenic	intergenic_5334_5551	29.49
Short Intergenic	intergenic_5899_5914	33.33
Short Intergenic	intergenic_6154_6310	42.95
Short Intergenic	intergenic_6532_6586	33.33
Short Intergenic	intergenic_8601_8658	33.33
Short Intergenic	intergenic_9036_9039	33.33
Short Intergenic	intergenic_12695_12851	39.10
Short Intergenic	intergenic_15053_15167	53.51
Short Intergenic	intergenic_15554_15662	55.56
Short Intergenic	intergenic_1152_1442	33.79
Short Intergenic	intergenic_2222_2226	0.00
Short Intergenic	intergenic_2300_2334	26.47
Short Intergenic	intergenic_2823_2871	22.92
Short Intergenic	intergenic_3126_3288	33.33
Short Intergenic	intergenic_4424_4603	40.22
Short Intergenic	intergenic_4795_4861	34.85
Short Intergenic	intergenic_7122_7223	29.70
