Category	Seq_ID	GC_Content
Short Intergenic	intergenic_1686_1741	25.45
Short Intergenic	intergenic_2512_2565	37.74
Short Intergenic	intergenic_4779_4867	30.68
Short Intergenic	intergenic_8747_8901	29.87
Short Intergenic	intergenic_1078_1177	25.25
Short Intergenic	intergenic_1318_1419	30.69
Short Intergenic	intergenic_4947_4988	39.02
Short Intergenic	intergenic_5240_5505	19.25
Short Intergenic	intergenic_6510_6629	31.09
Short Intergenic	intergenic_7808_7870	32.26
Short Intergenic	intergenic_13075_13114	20.51
Short Intergenic	intergenic_15326_15589	27.00
Short Intergenic	intergenic_346_626	35.36
Short Intergenic	intergenic_791_1050	30.89
Short Intergenic	intergenic_1710_1758	37.50
Short Intergenic	intergenic_3815_3901	40.70
Short Intergenic	intergenic_2618_2634	56.25
Short Intergenic	intergenic_1575_1629	16.67
Short Intergenic	intergenic_207_360	39.87
Short Intergenic	intergenic_632_668	27.78
Short Intergenic	intergenic_1887_2024	21.17
Short Intergenic	intergenic_6103_6141	23.68
Short Intergenic	intergenic_6444_6536	31.52
Short Intergenic	intergenic_1997_2096	30.30
Short Intergenic	intergenic_8448_8648	32.00
Short Intergenic	intergenic_196_232	44.44
Short Intergenic	intergenic_1363_1534	30.99
Short Intergenic	intergenic_893_975	30.49
Short Intergenic	intergenic_3655_3732	33.77
Short Intergenic	intergenic_11274_11337	17.46
Short Intergenic	intergenic_12132_12175	37.21
Short Intergenic	intergenic_12820_13019	30.15
Short Intergenic	intergenic_14192_14200	25.00
Short Intergenic	intergenic_1748_1969	33.48
Short Intergenic	intergenic_412_421	22.22
Short Intergenic	intergenic_11683_11882	29.15
Short Intergenic	intergenic_15818_15917	24.24
Short Intergenic	intergenic_19420_19505	32.94
Short Intergenic	intergenic_20753_20798	35.56
Short Intergenic	intergenic_5043_5052	11.11
Short Intergenic	intergenic_1618_1791	28.90
Short Intergenic	intergenic_7487_7719	30.60
Short Intergenic	intergenic_12298_12459	34.16
Short Intergenic	intergenic_2173_2289	26.72
Short Intergenic	intergenic_3126_3180	33.33
Short Intergenic	intergenic_6641_6835	39.18
Short Intergenic	intergenic_8008_8262	26.38
Short Intergenic	intergenic_645_854	35.41
Short Intergenic	intergenic_6383_6545	32.10
Short Intergenic	intergenic_11170_11277	35.51
Short Intergenic	intergenic_11973_12154	29.83
Short Intergenic	intergenic_11604_11670	37.88
Short Intergenic	intergenic_12610_12696	23.26
Short Intergenic	intergenic_13560_13685	28.00
Short Intergenic	intergenic_13961_13999	28.95
Short Intergenic	intergenic_14356_14392	22.22
Short Intergenic	intergenic_15142_15249	28.97
Short Intergenic	intergenic_15681_15690	33.33
Short Intergenic	intergenic_15915_15924	11.11
Short Intergenic	intergenic_16164_16228	28.12
Short Intergenic	intergenic_16597_16598	0.00
Short Intergenic	intergenic_16949_17034	28.24
Short Intergenic	intergenic_17580_17600	45.00
Short Intergenic	intergenic_18002_18066	23.44
Short Intergenic	intergenic_18618_18785	45.51
Short Intergenic	intergenic_1311_1497	30.65
Short Intergenic	intergenic_2181_2261	26.25
Short Intergenic	intergenic_2717_2971	29.53
Short Intergenic	intergenic_3895_3973	32.05
Short Intergenic	intergenic_7890_7936	26.09
Short Intergenic	intergenic_11865_11906	31.71
Short Intergenic	intergenic_2415_2457	21.43
Short Intergenic	intergenic_4049_4103	25.93
Short Intergenic	intergenic_5255_5399	30.56
Short Intergenic	intergenic_6212_6245	36.36
Short Intergenic	intergenic_147_440	24.23
Short Intergenic	intergenic_4469_4691	28.83
Short Intergenic	intergenic_4862_4979	21.37
Short Intergenic	intergenic_9986_10196	29.05
Short Intergenic	intergenic_12995_13138	29.37
Short Intergenic	intergenic_17298_17565	31.84
Short Intergenic	intergenic_19164_19439	32.00
Short Intergenic	intergenic_19937_19968	35.48
Short Intergenic	intergenic_23384_23513	44.96
Short Intergenic	intergenic_27318_27489	29.24
Short Intergenic	intergenic_34289_34355	16.67
Short Intergenic	intergenic_35162_35303	24.11
Short Intergenic	intergenic_40296_40420	33.06
Short Intergenic	intergenic_41149_41323	20.69
Short Intergenic	intergenic_45992_46014	13.64
Short Intergenic	intergenic_46176_46262	24.42
Short Intergenic	intergenic_46958_47005	31.91
Short Intergenic	intergenic_47590_47631	36.59
Short Intergenic	intergenic_1185_1274	30.34
Short Intergenic	intergenic_6967_7128	28.57
Short Intergenic	intergenic_8259_8317	29.31
Short Intergenic	intergenic_11826_11964	31.88
Short Intergenic	intergenic_15545_15798	31.23
Short Intergenic	intergenic_16137_16249	41.07
Short Intergenic	intergenic_1292_1371	25.32
Short Intergenic	intergenic_3788_3855	32.84
Short Intergenic	intergenic_5434_5470	38.89
Short Intergenic	intergenic_955_1182	33.04
Short Intergenic	intergenic_3196_3243	25.53
Short Intergenic	intergenic_1775_1781	16.67
Short Intergenic	intergenic_738_927	32.80
Short Intergenic	intergenic_1623_1817	26.80
Short Intergenic	intergenic_2717_2884	32.34
Short Intergenic	intergenic_9283_9486	29.06
Short Intergenic	intergenic_11800_11888	27.27
Short Intergenic	intergenic_12857_12973	33.62
Short Intergenic	intergenic_14623_14877	33.07
Short Intergenic	intergenic_4758_4935	27.12
Short Intergenic	intergenic_5517_5686	26.04
Short Intergenic	intergenic_7540_7690	27.33
Short Intergenic	intergenic_7984_8240	28.52
Short Intergenic	intergenic_8360_8615	26.67
Short Intergenic	intergenic_11000_11158	26.58
Short Intergenic	intergenic_11281_11313	34.38
Short Intergenic	intergenic_3044_3214	30.00
Short Intergenic	intergenic_3601_3706	28.57
Short Intergenic	intergenic_7773_7779	16.67
Short Intergenic	intergenic_1303_1477	31.03
Short Intergenic	intergenic_3225_3331	39.62
Short Intergenic	intergenic_1057_1134	28.57
Short Intergenic	intergenic_1350_1423	26.03
Short Intergenic	intergenic_2260_2492	27.16
Short Intergenic	intergenic_4023_4111	34.09
Short Intergenic	intergenic_9525_9800	28.36
Short Intergenic	intergenic_14168_14396	29.39
Short Intergenic	intergenic_14473_14513	30.00
Short Intergenic	intergenic_15467_15558	28.57
Short Intergenic	intergenic_16059_16061	0.00
Short Intergenic	intergenic_16205_16245	45.00
Short Intergenic	intergenic_661_663	0.00
Short Intergenic	intergenic_960_984	33.33
Short Intergenic	intergenic_2619_2829	30.48
Short Intergenic	intergenic_3315_3420	26.67
Short Intergenic	intergenic_3666_3856	31.05
Short Intergenic	intergenic_1577_1826	27.31
Short Intergenic	intergenic_2222_2290	26.47
Short Intergenic	intergenic_2575_2632	31.58
Short Intergenic	intergenic_2324_2506	30.77
Short Intergenic	intergenic_12602_12612	30.00
Short Intergenic	intergenic_12886_13172	27.97
Short Intergenic	intergenic_1330_1547	25.81
Short Intergenic	intergenic_2972_3260	27.78
Short Intergenic	intergenic_438_531	29.03
Short Intergenic	intergenic_4152_4184	25.00
Short Intergenic	intergenic_17614_17823	30.62
Short Intergenic	intergenic_18607_18633	42.31
Short Intergenic	intergenic_18768_18907	30.22
Short Intergenic	intergenic_21376_21488	35.71
Short Intergenic	intergenic_23987_24114	38.58
Short Intergenic	intergenic_7326_7436	36.36
Short Intergenic	intergenic_8723_8865	39.44
Short Intergenic	intergenic_12822_12900	25.64
Short Intergenic	intergenic_1417_1524	41.12
Short Intergenic	intergenic_1764_1822	25.86
Short Intergenic	intergenic_3073_3087	35.71
Short Intergenic	intergenic_3504_3521	41.18
Short Intergenic	intergenic_6358_6555	32.99
Short Intergenic	intergenic_7839_7960	31.40
Short Intergenic	intergenic_8149_8207	34.48
Short Intergenic	intergenic_11699_11921	30.18
Short Intergenic	intergenic_12731_12853	21.31
Short Intergenic	intergenic_14476_14563	27.59
Short Intergenic	intergenic_4395_4565	23.53
Short Intergenic	intergenic_7087_7215	29.69
Short Intergenic	intergenic_7289_7405	33.62
Short Intergenic	intergenic_19271_19461	33.16
Short Intergenic	intergenic_22669_22736	23.88
Short Intergenic	intergenic_25553_25825	43.38
Short Intergenic	intergenic_2690_2716	46.15
Short Intergenic	intergenic_2957_3220	44.87
Short Intergenic	intergenic_3286_3395	23.85
Short Intergenic	intergenic_234_296	17.74
Short Intergenic	intergenic_1984_2250	27.07
Short Intergenic	intergenic_3361_3367	33.33
Short Intergenic	intergenic_8006_8126	22.50
Short Intergenic	intergenic_8804_9031	30.40
Short Intergenic	intergenic_10468_10691	30.49
Short Intergenic	intergenic_12823_12858	37.14
Short Intergenic	intergenic_2506_2640	26.12
Short Intergenic	intergenic_2213_2456	29.63
Short Intergenic	intergenic_3737_3976	35.56
Short Intergenic	intergenic_4642_4733	39.56
Short Intergenic	intergenic_615_823	32.69
Short Intergenic	intergenic_3896_3944	29.17
Short Intergenic	intergenic_6388_6497	25.69
Short Intergenic	intergenic_9500_9783	30.39
Short Intergenic	intergenic_16604_16669	29.23
Short Intergenic	intergenic_22138_22252	34.21
Short Intergenic	intergenic_24130_24255	28.80
Short Intergenic	intergenic_29232_29273	34.15
Short Intergenic	intergenic_35237_35385	30.41
Short Intergenic	intergenic_37837_37843	33.33
Short Intergenic	intergenic_38986_39252	27.07
Short Intergenic	intergenic_40845_40940	31.58
Short Intergenic	intergenic_42448_42475	22.22
Short Intergenic	intergenic_44129_44203	22.97
Short Intergenic	intergenic_47528_47602	29.73
Short Intergenic	intergenic_48256_48437	24.31
Short Intergenic	intergenic_2520_2540	40.00
Short Intergenic	intergenic_6451_6692	43.57
