Category	Seq_ID	GC_Content
Short Intergenic	intergenic_0_24	50.00
Short Intergenic	intergenic_171_426	38.04
Short Intergenic	intergenic_1344_1467	53.66
Short Intergenic	intergenic_2127_2338	38.39
Short Intergenic	intergenic_2683_2757	32.43
Short Intergenic	intergenic_2961_3084	25.20
Short Intergenic	intergenic_3363_3426	42.86
Short Intergenic	intergenic_1593_1811	33.94
Short Intergenic	intergenic_416_611	31.28
Short Intergenic	intergenic_935_944	22.22
Short Intergenic	intergenic_1319_1615	29.39
Short Intergenic	intergenic_3297_3591	38.44
Short Intergenic	intergenic_3837_3997	28.12
Short Intergenic	intergenic_4940_4961	61.90
Short Intergenic	intergenic_380_443	36.51
Short Intergenic	intergenic_1334_1410	32.89
Short Intergenic	intergenic_1932_2152	38.64
Short Intergenic	intergenic_2542_2699	31.85
Short Intergenic	intergenic_4019_4111	34.78
Short Intergenic	intergenic_5281_5409	34.38
Short Intergenic	intergenic_6222_6256	41.18
Short Intergenic	intergenic_6598_6683	27.06
Short Intergenic	intergenic_6851_6931	41.25
Short Intergenic	intergenic_1391_1540	31.54
Short Intergenic	intergenic_2827_2931	29.81
Short Intergenic	intergenic_3490_3532	52.38
Short Intergenic	intergenic_3832_3979	45.58
Short Intergenic	intergenic_928_1197	37.55
Short Intergenic	intergenic_1371_1494	31.71
Short Intergenic	intergenic_2583_2750	41.32
Short Intergenic	intergenic_6659_6830	40.35
Short Intergenic	intergenic_7595_7686	34.07
Short Intergenic	intergenic_9159_9383	50.45
Short Intergenic	intergenic_5818_5878	30.00
Short Intergenic	intergenic_6233_6496	32.70
Short Intergenic	intergenic_9394_9448	44.44
Short Intergenic	intergenic_9607_9608	100.00
Short Intergenic	intergenic_9926_9949	30.43
Short Intergenic	intergenic_3107_3349	35.12
Short Intergenic	intergenic_3661_3670	44.44
Short Intergenic	intergenic_4153_4255	39.22
Short Intergenic	intergenic_4729_4810	40.74
Short Intergenic	intergenic_5134_5299	37.58
Short Intergenic	intergenic_6264_6297	42.42
Short Intergenic	intergenic_6669_6934	30.94
Short Intergenic	intergenic_7141_7170	34.48
Short Intergenic	intergenic_841_868	48.15
Short Intergenic	intergenic_2670_2721	50.98
Short Intergenic	intergenic_3054_3104	32.00
Short Intergenic	intergenic_3284_3361	35.06
Short Intergenic	intergenic_422_436	50.00
Short Intergenic	intergenic_1375_1412	32.43
Short Intergenic	intergenic_1571_1750	47.49
Short Intergenic	intergenic_364_432	41.18
Short Intergenic	intergenic_2985_3058	21.92
Short Intergenic	intergenic_3784_4056	36.76
Short Intergenic	intergenic_1743_1881	35.51
Short Intergenic	intergenic_2115_2217	48.04
Short Intergenic	intergenic_963_1257	37.07
Short Intergenic	intergenic_1536_1794	27.13
Short Intergenic	intergenic_1452_1594	35.92
Short Intergenic	intergenic_1777_1810	42.42
Short Intergenic	intergenic_1672_1702	26.67
Short Intergenic	intergenic_1996_2041	44.44
Short Intergenic	intergenic_2326_2429	46.60
Short Intergenic	intergenic_2666_2776	33.64
Short Intergenic	intergenic_3757_3892	33.33
Short Intergenic	intergenic_4222_4283	50.82
Short Intergenic	intergenic_4655_4710	40.00
Short Intergenic	intergenic_667_796	33.33
Short Intergenic	intergenic_1060_1297	40.51
Short Intergenic	intergenic_1876_1878	0.00
Short Intergenic	intergenic_2415_2435	30.00
Short Intergenic	intergenic_2861_3067	24.76
Short Intergenic	intergenic_4225_4307	48.78
Short Intergenic	intergenic_5144_5232	39.77
